hh_ids,m_ids,int_date,wellbeing_q1,wellbeing_q2,wellbeing_q3,wellbeing_q4
"KMOMM07","5.71000e+16",17jun2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMM07","5.71000e+16",02jul2013,"Moderately happy","Moderately well","Moderately well","Very confident"
"KMOMM07","5.71000e+16",15jul2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMM07","5.71000e+16",31jul2013,"Moderately happy","Moderately well","Moderately well","Very confident"
"KMOMM07","5.71000e+16",12aug2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMM07","5.71000e+16",28aug2013,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KMOMM07","5.71000e+16",09sep2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMM07","5.71000e+16",23sep2013,"Moderately happy","Moderately well","Moderately well","Very confident"
"KMOMM16","5.71000e+16",05oct2012,"Neither happy nor unhappy","Moderately badly","Moderately well","Moderately confident"
"KMOMM16","5.71000e+16",01feb2013,"Neither happy nor unhappy","Moderately well","Very well","Moderately confident"
"KMOMM16","5.71000e+16",02nov2012,"Moderately unhappy","Neither well nor badly","Moderately well","Moderately confident"
"KMOMM16","5.71000e+16",16nov2012,"Neither happy nor unhappy","Moderately badly","Moderately well","Moderately confident"
"KMOMM16","5.71000e+16",30nov2012,"Moderately happy","Moderately well","Moderately well","Very confident"
"KMOMM16","5.71000e+16",15feb2013,"Neither happy nor unhappy","Neither well nor badly","Moderately well","Moderately confident"
"KMOMM16","5.71000e+16",15mar2013,"Moderately unhappy","Moderately badly","Very well","Very confident"
"KMOMM16","5.71000e+16",09mar2013,"Moderately unhappy","Moderately badly","Very well","Moderately confident"
"KMOMM16","5.71000e+16",29mar2013,"Moderately happy","Moderately well","Moderately well","Very confident"
"KMOMM16","5.71000e+16",11apr2013,"Neither happy nor unhappy","Moderately badly","Moderately well","Moderately confident"
"KMOMM16","5.71000e+16",23apr2013,"Neither happy nor unhappy","Neither well nor badly","Moderately well","Very confident"
"KMOMM16","5.71000e+16",07may2013,"Moderately unhappy","Moderately well",,"Moderately confident"
"KMOMM16","5.71000e+16",21may2013,"Neither happy nor unhappy","Moderately well","Moderately well","Moderately confident"
"KMOMM16","5.71000e+16",04jun2013,"Neither happy nor unhappy","Moderately well","Moderately well","Very confident"
"KMOMM16","5.71000e+16",19jun2013,"Very unhappy","Moderately well","Moderately well","Very confident"
"KMOMM16","5.71000e+16",02jul2013,"Neither happy nor unhappy","Moderately badly","Neither well nor badly","Very confident"
"KMOMM16","5.71000e+16",16jul2013,"Moderately unhappy","Moderately badly","Moderately well","Very confident"
"KMOMM16","5.71000e+16",30jul2013,"Moderately unhappy","Moderately badly","Moderately well","Moderately confident"
"KMOMM16","5.71000e+16",13aug2013,"Neither happy nor unhappy","Moderately well","Moderately well","Moderately confident"
"KMOMM16","5.71000e+16",27aug2013,"Neither happy nor unhappy","Neither well nor badly","Moderately well","Moderately confident"
"KMOMM16","5.71000e+16",10sep2013,"Neither happy nor unhappy","Moderately well","Moderately well","Very confident"
"KMOMM16","5.71000e+16",25sep2013,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KMOMM16","5.71000e+16",05oct2012,"Neither happy nor unhappy","Moderately badly","Very well","Very confident"
"KMOMM16","5.71000e+16",11apr2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMM16","5.71000e+16",05oct2012,"Neither happy nor unhappy","Moderately badly","Very well","Very confident"
"KMOMM16","5.71000e+16",02nov2012,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KMOMM16","5.71000e+16",30nov2012,"Moderately happy","Moderately badly","Moderately well","Very confident"
"KMOMM16","5.71000e+16",05oct2012,"Neither happy nor unhappy","Neither well nor badly","Moderately well","Very confident"
"KMOMM16","5.71000e+16",15feb2013,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KMOMM16","5.71000e+16",29mar2013,"Moderately happy","Neither well nor badly","Moderately well","Moderately confident"
"KMOMM16","5.71000e+16",11apr2013,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KMOMB04","5.71000e+16",10oct2012,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KMOMB04","5.71000e+16",07nov2012,"Neither happy nor unhappy","Neither well nor badly","Moderately well","Neither confident nor unconfident"
"KMOMB04","5.71000e+16",21nov2012,"Neither happy nor unhappy","Neither well nor badly","Neither well nor badly","Moderately confident"
"KMOMB04","5.71000e+16",10jan2013,"Moderately happy","Moderately well","Moderately well","Very confident"
"KMOMB04","5.71000e+16",29may2013,"Neither happy nor unhappy","Neither well nor badly","Moderately well","Moderately confident"
"KMOMB04","5.71000e+16",17apr2013,"Moderately happy","Moderately badly","Moderately well","Moderately confident"
"KMOMB04","5.71000e+16",21mar2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KMOMB04","5.71000e+16",01may2013,"Moderately happy","Neither well nor badly","Very well","Moderately confident"
"KMOMB04","5.71000e+16",03apr2013,"Moderately happy","Moderately badly","Moderately well","Moderately confident"
"KMOMB04","5.71000e+16",15may2013,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KMOMB04","5.71000e+16",12jun2013,"Moderately happy","Neither well nor badly","Moderately badly","Moderately confident"
"KMOMB04","5.71000e+16",26jun2013,"Neither happy nor unhappy","Neither well nor badly","Moderately well","Moderately confident"
"KMOMB04","5.71000e+16",10jul2013,"Moderately happy","Moderately well","Very well","Moderately confident"
"KMOMB04","5.71000e+16",24jul2013,"Moderately unhappy","Neither well nor badly","Neither well nor badly","Very confident"
"KMOMB04","5.71000e+16",07aug2013,"Moderately happy","Moderately badly","Very well","Moderately confident"
"KMOMB04","5.71000e+16",21aug2013,"Moderately unhappy","Moderately badly","Very well","Very confident"
"KMOMB04","5.71000e+16",04sep2013,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KMOMB04","5.71000e+16",18sep2013,"Moderately unhappy","Neither well nor badly","Very well","Very confident"
"KMOMB04","5.71000e+16",02oct2013,"Neither happy nor unhappy","Moderately badly","Neither well nor badly","Moderately confident"
"KMOMB04","5.71000e+16",10oct2012,"Moderately happy","Moderately well","Moderately badly","Moderately confident"
"KMOMB04","5.71000e+16",07nov2012,"Moderately happy","Moderately well","Neither well nor badly","Neither confident nor unconfident"
"KMOMB04","5.71000e+16",21nov2012,"Neither happy nor unhappy","Neither well nor badly","Moderately well","Very confident"
"KMOMB04","5.71000e+16",10jan2013,"Moderately happy","Moderately badly","Neither well nor badly","Very confident"
"KMOMB04","5.71000e+16",29may2013,"Moderately unhappy","Moderately badly","Moderately well","Moderately confident"
"KMOMB04","5.71000e+16",17apr2013,"Neither happy nor unhappy","Moderately badly","Very well","Moderately confident"
"KMOMB04","5.71000e+16",20feb2013,"Moderately happy","Moderately badly","Moderately well","Moderately confident"
"KMOMB04","5.71000e+16",21mar2013,"Moderately happy","Neither well nor badly","Moderately well","Neither confident nor unconfident"
"KMOMB04","5.71000e+16",01may2013,"Neither happy nor unhappy","Neither well nor badly","Moderately well","Moderately confident"
"KMOMB04","5.71000e+16",03apr2013,"Moderately unhappy","Moderately badly","Moderately well","Moderately unconfident"
"KMOMB04","5.71000e+16",15may2013,"Moderately happy","Moderately badly","Moderately well","Very confident"
"KMOMB04","5.71000e+16",12jun2013,"Moderately unhappy","Very badly","Moderately badly","Moderately confident"
"KMOMB04","5.71000e+16",26jun2013,"Neither happy nor unhappy","Moderately badly","Moderately badly","Moderately confident"
"KMOMB04","5.71000e+16",10jul2013,"Moderately unhappy","Moderately badly","Very well","Very confident"
"KMOMB04","5.71000e+16",24jul2013,"Neither happy nor unhappy","Moderately badly","Moderately well","Moderately confident"
"KMOMB04","5.71000e+16",07aug2013,"Moderately happy","Neither well nor badly","Moderately well","Very confident"
"KMOMB04","5.71000e+16",21aug2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMB04","5.71000e+16",04sep2013,"Moderately happy","Moderately badly","Very well","Very confident"
"KMOMB04","5.71000e+16",18sep2013,"Neither happy nor unhappy","Moderately badly","Very well","Moderately confident"
"KMOMB04","5.71000e+16",02oct2013,"Moderately unhappy","Moderately badly","Moderately well","Moderately confident"
"KMOMB04","5.71000e+16",04sep2013,"Very happy","Moderately badly","Moderately well","Very confident"
"KMOMB18","5.71000e+16",25sep2012,"Very happy","Neither well nor badly","Very badly","Moderately unconfident"
"KMOMB18","5.71000e+16",31mar2013,"Moderately unhappy","Moderately badly","Very well","Moderately confident"
"KMOMB18","5.71000e+16",25sep2012,"Moderately happy","Neither well nor badly","Very badly","Moderately unconfident"
"KMOMB18","5.71000e+16",25sep2012,"Very unhappy","Neither well nor badly","Very well","Very confident"
"KMOMB18","5.71000e+16",09oct2012,"Moderately happy","Neither well nor badly","Moderately well","Very confident"
"KMOMB18","5.71000e+16",06nov2012,"Very unhappy","Moderately badly","Very well","Moderately confident"
"KMOMB18","5.71000e+16",20nov2012,"Moderately unhappy","Moderately badly","Moderately well","Very confident"
"KMOMB18","5.71000e+16",04dec2012,"Moderately unhappy","Neither well nor badly","Very well","Moderately confident"
"KMOMB18","5.71000e+16",03feb2013,"Moderately happy","Moderately badly","Moderately well","Moderately confident"
"KMOMB18","5.71000e+16",17feb2013,"Neither happy nor unhappy","Neither well nor badly","Very well","Moderately confident"
"KMOMB18","5.71000e+16",09mar2013,"Moderately happy","Moderately well","Moderately well","Very confident"
"KMOMB18","5.71000e+16",17mar2013,"Moderately happy",,,
"KMOMB18","5.71000e+16",31mar2013,"Moderately happy","Moderately well","Very well","Moderately confident"
"KMOMB18","5.71000e+16",14apr2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KMOMB18","5.71000e+16",28apr2013,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KMOMB18","5.71000e+16",12may2013,"Moderately happy","Moderately well","Very well","Moderately confident"
"KMOMB18","5.71000e+16",26may2013,"Moderately happy","Moderately well","Very well","Moderately confident"
"KMOMB18","5.71000e+16",09jun2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMB18","5.71000e+16",24jun2013,"Moderately happy","Neither well nor badly","Very well","Moderately confident"
"KMOMB18","5.71000e+16",07jul2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMB18","5.71000e+16",21jul2013,"Moderately happy","Moderately badly","Very well","Very confident"
"KMOMB18","5.71000e+16",04aug2013,"Moderately happy","Moderately badly","Very well","Very confident"
"KMOMB18","5.71000e+16",18aug2013,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KMOMB18","5.71000e+16",01sep2013,"Moderately happy","Moderately well","Very well","Moderately confident"
"KMOMB18","5.71000e+16",15sep2013,"Moderately happy","Moderately well","Moderately well","Very confident"
"KMOMB18","5.71000e+16",29sep2013,"Very unhappy","Moderately badly","Very well","Very confident"
"KMOMB17","5.71000e+16",11oct2012,"Moderately unhappy","Very badly","Neither well nor badly","Neither confident nor unconfident"
"KMOMB17","5.71000e+16",08nov2012,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KMOMB17","5.71000e+16",22nov2012,"Moderately happy","Neither well nor badly","Neither well nor badly","Moderately confident"
"KMOMB17","5.71000e+16",09jan2013,"Moderately happy","Moderately well","Very well","Moderately confident"
"KMOMB17","5.71000e+16",03may2013,"Moderately unhappy","Moderately badly","Moderately well","Moderately confident"
"KMOMB17","5.71000e+16",12feb2013,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KMOMB17","5.71000e+16",24feb2013,"Moderately unhappy","Neither well nor badly","Moderately well","Moderately confident"
"KMOMB17","5.71000e+16",21mar2013,"Moderately unhappy","Moderately well","Neither well nor badly","Moderately confident"
"KMOMB17","5.71000e+16",17may2013,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KMOMB17","5.71000e+16",09jun2013,"Moderately happy","Moderately well","Moderately well","Very confident"
"KMOMB17","5.71000e+16",26jun2013,"Moderately happy","Neither well nor badly","Very well","Moderately confident"
"KMOMB17","5.71000e+16",12jul2013,"Moderately happy","Moderately well","Very well","Moderately confident"
"KMOMB17","5.71000e+16",16aug2013,"Moderately happy","Moderately well","Very well","Moderately confident"
"KMOMB17","5.71000e+16",31aug2013,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KMOMB17","5.71000e+16",18sep2013,"Moderately happy","Moderately badly","Very well","Moderately confident"
"KMOMB17","5.71000e+16",02oct2013,"Very unhappy","Moderately badly","Moderately well","Moderately confident"
"KMOMB17","5.71000e+16",11oct2012,"Neither happy nor unhappy","Moderately badly","Neither well nor badly","Very confident"
"KMOMB17","5.71000e+16",08nov2012,"Neither happy nor unhappy","Neither well nor badly","Very badly","Very confident"
"KMOMB17","5.71000e+16",22nov2012,"Very unhappy","Very badly","Moderately well","Very confident"
"KMOMB17","5.71000e+16",08nov2012,"Moderately unhappy","Moderately badly","Very well","Very confident"
"KMOMB17","5.71000e+16",12feb2013,"Moderately unhappy","Moderately well","Moderately well","Very unconfident"
"KMOMB02","5.71000e+16",09oct2012,"Very happy","Moderately well","Very well","Very confident"
"KMOMB02","5.71000e+16",04dec2012,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KMOMB02","5.71000e+16",16apr2013,"Moderately happy","Moderately badly","Moderately well","Very confident"
"KMOMB02","5.71000e+16",20nov2012,"Moderately happy","Moderately well","Moderately well","Very confident"
"KMOMB02","5.71000e+16",19mar2013,"Moderately happy","Moderately badly","Moderately well","Very confident"
"KMOMB02","5.71000e+16",02apr2013,"Moderately happy","Moderately badly","Moderately well","Moderately confident"
"KMOMB02","5.71000e+16",08jan2013,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KMOMB02","5.71000e+16",19feb2013,"Moderately happy","Moderately badly","Moderately well","Moderately confident"
"KMOMB02","5.71000e+16",05feb2013,"Moderately happy","Moderately badly","Very well","Very confident"
"KMOMB02","5.71000e+16",30apr2013,"Moderately happy","Neither well nor badly","Moderately well","Very confident"
"KMOMB02","5.71000e+16",14may2013,"Moderately happy","Moderately badly","Very well","Moderately confident"
"KMOMB02","5.71000e+16",28may2013,"Moderately happy","Neither well nor badly","Very well","Moderately confident"
"KMOMB02","5.71000e+16",11jun2013,"Moderately happy","Moderately badly","Very well","Very confident"
"KMOMB02","5.71000e+16",25jun2013,"Moderately happy","Moderately well","Very well","Moderately confident"
"KMOMB02","5.71000e+16",09jul2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMB02","5.71000e+16",23jul2013,"Moderately happy","Moderately well","Moderately well","Very confident"
"KMOMB02","5.71000e+16",06aug2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMB02","5.71000e+16",20aug2013,"Moderately happy","Moderately badly","Very well","Very confident"
"KMOMB02","5.71000e+16",03sep2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMB02","5.71000e+16",17sep2013,"Moderately happy","Moderately badly","Moderately well","Very confident"
"KMOMB02","5.71000e+16",01oct2013,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KMOMB02","5.71000e+16",09oct2012,"Neither happy nor unhappy","Neither well nor badly","Very well","Very confident"
"KMOMB02","5.71000e+16",04dec2012,"Moderately happy","Very badly","Moderately well","Very confident"
"KMOMB02","5.71000e+16",16apr2013,"Moderately happy","Moderately well","Moderately well","Very confident"
"KMOMB02","5.71000e+16",20nov2012,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KMOMB02","5.71000e+16",02apr2013,"Moderately happy","Moderately well","Moderately well","Very confident"
"KMOMB02","5.71000e+16",08jan2013,"Moderately happy","Neither well nor badly","Moderately well","Very confident"
"KMOMB02","5.71000e+16",19feb2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMB02","5.71000e+16",05feb2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KMOMB02","5.71000e+16",09mar2013,"Neither happy nor unhappy","Very badly","Very well","Moderately confident"
"KMOMB02","5.71000e+16",30apr2013,"Moderately happy","Moderately well","Moderately well","Very confident"
"KMOMB02","5.71000e+16",06aug2013,"Very happy","Moderately well","Very well","Very confident"
"KMOMB02","5.71000e+16",20aug2013,"Moderately happy","Very badly","Very well","Very confident"
"KMOMB02","5.71000e+16",03sep2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMB02","5.71000e+16",17sep2013,"Moderately happy","Moderately well","Moderately well","Very confident"
"KMOMB02","5.71000e+16",01oct2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMB07","5.71000e+16",19dec2012,"Moderately unhappy","Very badly","Moderately well","Neither confident nor unconfident"
"KMOMB07","5.71000e+16",10oct2012,"Moderately happy","Moderately badly","Moderately well","Moderately confident"
"KMOMB07","5.71000e+16",05dec2012,"Neither happy nor unhappy","Moderately badly","Very well","Very confident"
"KMOMB07","5.71000e+16",09jan2013,"Moderately unhappy","Neither well nor badly","Moderately well","Moderately confident"
"KMOMB07","5.71000e+16",19feb2013,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KMOMB07","5.71000e+16",05feb2013,"Moderately happy","Moderately badly","Moderately well","Moderately confident"
"KMOMB07","5.71000e+16",19mar2013,"Moderately unhappy","Moderately well","Moderately well","Very confident"
"KMOMB07","5.71000e+16",02apr2013,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KMOMB07","5.71000e+16",30apr2013,"Neither happy nor unhappy","Moderately well","Moderately well","Moderately confident"
"KMOMB07","5.71000e+16",14may2013,"Moderately happy","Moderately badly","Very well","Very confident"
"KMOMB07","5.71000e+16",28may2013,"Neither happy nor unhappy","Moderately well","Moderately well","Moderately confident"
"KMOMB07","5.71000e+16",14jun2013,"Moderately happy","Neither well nor badly","Very well","Moderately confident"
"KMOMB07","5.71000e+16",09jul2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMB07","5.71000e+16",23jul2013,"Very unhappy","Moderately well","Very well","Very confident"
"KMOMB07","5.71000e+16",06aug2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMB07","5.71000e+16",20aug2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMB07","5.71000e+16",03sep2013,"Neither happy nor unhappy","Moderately well","Very well","Very confident"
"KMOMB07","5.71000e+16",17sep2013,"Very happy","Moderately badly","Moderately well","Very confident"
"KMOMB07","5.71000e+16",01oct2013,"Neither happy nor unhappy","Moderately well","Very well","Very confident"
"KMOMM11","5.71000e+16",04oct2012,"Very unhappy","Neither well nor badly","Very well","Moderately confident"
"KMOMM11","5.71000e+16",01nov2012,"Neither happy nor unhappy","Very badly","Very well","Moderately confident"
"KMOMM11","5.71000e+16",14nov2012,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMM11","5.71000e+16",29nov2012,"Very happy","Moderately well","Moderately well","Moderately confident"
"KMOMM11","5.71000e+16",15jan2013,"Moderately happy","Moderately well","Very well","Moderately confident"
"KMOMM11","5.71000e+16",29jan2013,"Moderately happy","Moderately well","Very well","Moderately confident"
"KMOMM11","5.71000e+16",15feb2013,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KMOMM11","5.71000e+16",11mar2013,"Moderately happy","Moderately well","Very well","Moderately confident"
"KMOMM11","5.71000e+16",09mar2013,"Moderately happy","Moderately well","Very well","Moderately confident"
"KMOMM11","5.71000e+16",26mar2013,"Moderately happy","Moderately well","Moderately well","Very confident"
"KMOMM11","5.71000e+16",12apr2013,"Moderately happy","Moderately well","Very well","Moderately confident"
"KMOMM11","5.71000e+16",26apr2013,"Moderately unhappy","Moderately well","Very well","Moderately confident"
"KMOMM11","5.71000e+16",12may2013,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KMOMM11","5.71000e+16",16jul2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMM11","5.71000e+16",06sep2013,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KMOMM11","5.71000e+16",20sep2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMM11","5.71000e+16",04oct2013,"Moderately happy","Neither well nor badly","Moderately well","Very confident"
"KMOMB20","5.71000e+16",12oct2012,"Moderately happy","Moderately badly","Very well","Very confident"
"KMOMB20","5.71000e+16",23nov2012,"Neither happy nor unhappy","Moderately badly","Moderately well","Very confident"
"KMOMB20","5.71000e+16",09nov2012,"Moderately unhappy","Moderately badly","Very well","Moderately confident"
"KMOMB20","5.71000e+16",11jan2013,"Moderately unhappy","Neither well nor badly","Very well","Moderately confident"
"KMOMB20","5.71000e+16",25jan2013,"Moderately unhappy","Moderately badly","Very well","Very confident"
"KMOMB20","5.71000e+16",11feb2013,"Neither happy nor unhappy","Moderately badly","Very well","Very confident"
"KMOMB20","5.71000e+16",22feb2013,"Moderately happy","Neither well nor badly","Moderately well","Moderately confident"
"KMOMB20","5.71000e+16",22mar2013,"Moderately unhappy","Neither well nor badly","Very well","Moderately confident"
"KMOMB20","5.71000e+16",05apr2013,"Moderately happy","Neither well nor badly","Very well","Moderately confident"
"KMOMB20","5.71000e+16",04may2013,"Moderately unhappy","Moderately badly","Moderately well","Very confident"
"KMOMB20","5.71000e+16",17may2013,"Moderately happy","Neither well nor badly","Very well","Moderately confident"
"KMOMB20","5.71000e+16",31may2013,"Moderately happy","Neither well nor badly","Moderately well","Moderately confident"
"KMOMB20","5.71000e+16",14jun2013,"Moderately happy","Neither well nor badly","Moderately well","Very confident"
"KMOMB20","5.71000e+16",28jun2013,"Moderately happy","Moderately well","Moderately well","Very confident"
"KMOMB20","5.71000e+16",15jul2013,"Neither happy nor unhappy","Neither well nor badly","Very well","Very confident"
"KMOMB20","5.71000e+16",26jul2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMB20","5.71000e+16",09aug2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMB20","5.71000e+16",16aug2013,"Very happy","Moderately well","Very well","Very confident"
"KMOMB20","5.71000e+16",27sep2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMB21","5.71000e+16",23nov2012,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMB21","5.71000e+16",12oct2012,"Very happy","Neither well nor badly","Moderately well","Very confident"
"KMOMB21","5.71000e+16",10nov2012,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KMOMB21","5.71000e+16",25jan2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMB21","5.71000e+16",07dec2012,"Moderately happy","Neither well nor badly","Moderately well","Very confident"
"KMOMB21","5.71000e+16",11jan2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMB21","5.71000e+16",22mar2013,"Moderately unhappy","Moderately well","Moderately well","Very confident"
"KMOMB21","5.71000e+16",22feb2013,"Moderately happy","Neither well nor badly","Very well","Very confident"
"KMOMB21","5.71000e+16",11may2013,"Neither happy nor unhappy","Moderately well","Moderately well","Moderately confident"
"KMOMB21","5.71000e+16",25may2013,"Very happy","Moderately well","Moderately well","Very confident"
"KMOMB21","5.71000e+16",08jun2013,"Moderately unhappy","Moderately well","Moderately well","Very confident"
"KMOMB21","5.71000e+16",23jun2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMB21","5.71000e+16",06jul2013,"Very happy","Moderately well","Very well","Very confident"
"KMOMB21","5.71000e+16",20jul2013,"Moderately happy","Moderately well","Moderately well","Very confident"
"KMOMB21","5.71000e+16",03aug2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMB21","5.71000e+16",06sep2013,"Very happy","Moderately well","Very well","Very confident"
"KMOMB21","5.71000e+16",20sep2013,"Moderately happy","Moderately well","Moderately well","Very confident"
"KMOMB21","5.71000e+16",05oct2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMB21","5.71000e+16",12oct2012,"Moderately unhappy","Neither well nor badly","Moderately well","Very confident"
"KMOMB03","5.71000e+16",26jun2013,"Very unhappy","Moderately well","Very well","Very confident"
"KMOMB03","5.71000e+16",10jul2013,"Very happy","Moderately badly","Very well","Very confident"
"KMOMB03","5.71000e+16",26jul2013,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KMOMB03","5.71000e+16",21aug2013,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KMOMB03","5.71000e+16",04sep2013,"Moderately happy","Moderately well","Moderately well","Very confident"
"KMOMB03","5.71000e+16",02oct2013,"Moderately unhappy","Moderately well","Very well","Moderately confident"
"KMOMB03","5.71000e+16",16feb2013,"Moderately happy","Very well","Moderately well","Very confident"
"KMOMB03","5.71000e+16",11jun2013,"Moderately unhappy","Moderately well","Very well","Very confident"
"KMOMB03","5.71000e+16",26jun2013,"Very happy","Very well","Very well","Very confident"
"KMOMB03","5.71000e+16",21aug2013,"Very happy","Moderately well","Very well","Very confident"
"KMOMB03","5.71000e+16",27oct2012,"Moderately happy","Very badly","Moderately well","Very confident"
"KMOMB03","5.71000e+16",26jan2013,"Moderately happy","Neither well nor badly","Very well","Moderately confident"
"KMOMB03","5.71000e+16",16feb2013,"Moderately happy","Moderately well","Very well","Very confident"
"KMOMB03","5.71000e+16",12nov2012,"Neither happy nor unhappy","Moderately well","Very well","Very confident"
"KMOMB03","5.71000e+16",04apr2013,"Moderately happy","Neither well nor badly","Very well","Moderately confident"
"KMOMB03","5.71000e+16",16feb2013,"Very happy","Very well","Very well","Very confident"
"KMOMB22","5.71000e+16",26jan2013,"Moderately happy","Neither well nor badly","Very well","Moderately confident"
"KMOMB22","5.71000e+16",11oct2012,"Neither happy nor unhappy","Moderately badly","Neither well nor badly","Moderately confident"
"KMOMB22","5.71000e+16",21nov2012,"Neither happy nor unhappy","Moderately badly","Very well","Neither confident nor unconfident"
"KMOMB22","5.71000e+16",05dec2012,"Neither happy nor unhappy","Neither well nor badly","Moderately well","Neither confident nor unconfident"
"KMOMB22","5.71000e+16",09mar2013,"Moderately happy","Moderately badly","Moderately well","Very confident"
"KMOMB22","5.71000e+16",16mar2013,"Moderately unhappy","Neither well nor badly","Moderately well","Moderately confident"
"KMOMB22","5.71000e+16",14apr2013,"Neither happy nor unhappy","Neither well nor badly","Moderately well","Moderately confident"
"KMOMB22","5.71000e+16",01may2013,"Moderately happy","Neither well nor badly","Moderately well","Very confident"
"KMOMB22","5.71000e+16",18may2013,"Moderately happy",,,
"KMOMB22","5.71000e+16",01jun2013,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KMOMB22","5.71000e+16",15jun2013,"Neither happy nor unhappy","Neither well nor badly","Moderately well","Moderately confident"
"KMOMB22","5.71000e+16",29jun2013,"Moderately unhappy","Neither well nor badly","Neither well nor badly","Neither confident nor unconfident"
"KMOMB22","5.71000e+16",03aug2013,"Moderately happy","Very badly","Moderately well","Very confident"
"KMOMB22","5.71000e+16",16aug2013,"Moderately happy","Neither well nor badly","Moderately well","Moderately confident"
"KMOMB22","5.71000e+16",31aug2013,"Moderately happy","Moderately well","Moderately well","Moderately confident"
"KMOMB22","5.71000e+16",14sep2013,"Neither happy nor unhappy","Neither well nor badly","Moderately well","Very confident"
"KMOMB22","5.71000e+16",01oct2013,"Neither happy nor unhappy","Moderately badly","Moderately well","Very confident"
"KMOMM25","5.71000e+16",01nov2012,"Moderately unhappy","Very badly","Moderately badly","Very unconfident"
"KMOMM25","5.71000e+16",05oct2012,"Moderately happy","Moderately well","Very badly","Very confident"
"KMOMM25","5.71000e+16",14nov2012,"Moderately happy","Neither well nor badly","Moderately badly","Very confident"
"KMOMM25","5.71000e+16",13feb2013,"Neither happy nor unhappy","Very well","Moderately well","Moderately confident"
"KMOMM25","5.71000e+16",29nov2012,"Very happy","Moderately well","Moderately well","Neither confident nor unconfident"
"KMOMM25","5.71000e+16",30jan2013,"Moderately unhappy","Moderately badly","Neither well nor badly","Neither confident nor unconfident"
"KMOMM25","5.71000e+16",12mar2013,"Neither happy nor unhappy","Very badly","Moderately well","Moderately confident"
"KMOMM25","5.71000e+16",11apr2013,"Moderately unhappy","Neither well nor badly","Moderately well","Moderately confident"
